customer_id,recency,frequency,monetary,R_rank,F_rank,M_rank,RFM_Score,segment,Cluster
52,5,6,9779.71,10,4,9,23,Loyal Customers,2
53,8,5,5472.74,10,3,5,18,Potential Loyalist,0
54,68,7,9813.66,4,5,9,18,Potential Loyalist,3
55,47,8,6754.21,5,6,7,18,Potential Loyalist,3
56,3,7,5060.86,10,5,4,19,Potential Loyalist,0
57,36,6,8748.75,6,4,9,19,Potential Loyalist,2
58,21,8,6967.3099999999995,8,6,7,21,Loyal Customers,2
59,23,3,2797.47,8,1,2,11,At Risk,0
60,201,2,1526.9,1,1,1,3,Lost Customers,1
61,48,6,7529.360000000001,5,4,8,17,Potential Loyalist,3
62,6,6,5845.950000000001,10,4,6,20,Loyal Customers,0
63,69,3,4156.66,4,1,3,8,Lost Customers,1
64,4,5,4111.12,10,3,3,16,Potential Loyalist,0
65,137,5,6421.17,2,3,6,11,At Risk,3
66,44,4,5199.48,6,2,5,13,At Risk,0
67,117,5,5304.15,2,3,5,10,At Risk,1
68,85,3,5127.98,3,1,5,9,Lost Customers,1
69,21,6,8395.75,8,4,8,20,Loyal Customers,2
70,5,5,4801.11,10,3,4,17,Potential Loyalist,0
71,132,1,1415.01,2,1,1,4,Lost Customers,1
72,23,4,4048.85,8,2,3,13,At Risk,0
73,169,6,5265.87,1,4,5,10,At Risk,3
74,29,3,2985.64,7,1,2,10,At Risk,0
75,61,8,7130.63,5,6,7,18,Potential Loyalist,3
76,2,8,7425.04,10,6,7,23,Loyal Customers,2
77,102,3,2964.73,3,1,2,6,Lost Customers,1
78,212,2,1139.12,1,1,1,3,Lost Customers,1
79,48,5,4918.51,5,3,4,12,At Risk,0
80,29,10,12564.82,7,7,10,24,Loyal Customers,2
81,5,4,4421.7,10,2,4,16,Potential Loyalist,0
82,79,5,5293.91,3,3,5,11,At Risk,3
83,81,6,4464.65,3,4,4,11,At Risk,1
84,29,7,5464.650000000001,7,5,5,17,Potential Loyalist,0
85,38,6,3158.6299999999997,6,4,2,12,At Risk,0
86,1,9,7319.35,10,6,7,23,Loyal Customers,2
87,19,9,7994.73,8,6,8,22,Loyal Customers,2
88,75,6,5550.83,4,4,5,13,At Risk,3
89,5,9,12741.44,10,6,10,26,Best Customers,2
90,31,7,7703.58,7,5,8,20,Loyal Customers,2
91,10,8,8066.4400000000005,9,6,8,23,Loyal Customers,2
92,35,3,5098.43,6,1,5,12,At Risk,0
93,80,3,5276.129999999999,3,1,5,9,Lost Customers,1
94,34,7,8305.77,7,5,8,20,Loyal Customers,2
95,39,4,5049.799999999999,6,2,4,12,At Risk,0
96,71,3,2783.33,4,1,2,7,Lost Customers,1
97,103,8,8895.95,3,6,9,18,Potential Loyalist,3
98,142,4,5405.52,2,2,5,9,Lost Customers,1
99,3,9,8279.06,10,6,8,24,Loyal Customers,2
100,12,2,2748.2,9,1,2,12,At Risk,0
101,9,4,4309.82,9,2,3,14,At Risk,0
102,43,7,6659.22,6,5,7,18,Potential Loyalist,3
103,117,4,4838.35,2,2,4,8,Lost Customers,1
104,65,7,6361.89,4,5,6,15,Potential Loyalist,3
105,90,4,6234.35,3,2,6,11,At Risk,3
106,2,3,2906.16,10,1,2,13,At Risk,0
107,82,4,3345.1000000000004,3,2,2,7,Lost Customers,1
108,11,3,3556.66,9,1,2,12,At Risk,0
109,9,10,10661.51,9,7,10,26,Best Customers,2
110,15,7,7788.71,9,5,8,22,Loyal Customers,2
111,148,4,4873.0599999999995,1,2,4,7,Lost Customers,1
112,48,6,9059.89,5,4,9,18,Potential Loyalist,3
113,176,5,4240.1900000000005,1,3,3,7,Lost Customers,1
114,71,4,3233.0,4,2,2,8,Lost Customers,1
115,15,8,8398.18,9,6,8,23,Loyal Customers,2
116,13,8,5663.92,9,6,5,20,Loyal Customers,2
117,6,10,12856.83,10,7,10,27,Best Customers,2
118,70,5,5319.51,4,3,5,12,At Risk,3
119,31,4,5217.66,7,2,5,14,At Risk,0
120,130,2,2173.3,2,1,1,4,Lost Customers,1
121,112,4,4327.44,2,2,3,7,Lost Customers,1
122,9,5,6533.389999999999,9,3,6,18,Potential Loyalist,0
123,192,4,5337.79,1,2,5,8,Lost Customers,1
124,3,7,8272.15,10,5,8,23,Loyal Customers,2
125,84,9,6537.76,3,6,6,15,Potential Loyalist,3
126,12,3,3448.12,9,1,2,12,At Risk,0
127,24,10,9949.62,8,7,9,24,Loyal Customers,2
128,138,4,3679.75,2,2,3,7,Lost Customers,1
129,179,4,4090.48,1,2,3,6,Lost Customers,1
130,77,2,3340.42,4,1,2,7,Lost Customers,1
131,206,6,8745.28,1,4,9,14,At Risk,3
132,8,6,7365.93,10,4,7,21,Loyal Customers,2
133,27,5,3164.55,7,3,2,12,At Risk,0
134,15,6,7170.95,9,4,7,20,Loyal Customers,2
135,116,6,4966.27,2,4,4,10,At Risk,1
136,21,8,9406.85,8,6,9,23,Loyal Customers,2
137,28,5,3507.0499999999997,7,3,2,12,At Risk,0
138,65,7,4927.35,4,5,4,13,At Risk,3
139,27,9,10638.89,7,6,10,23,Loyal Customers,2
140,4,6,7649.34,10,4,8,22,Loyal Customers,2
141,160,3,4053.9800000000005,1,1,3,5,Lost Customers,1
142,5,11,12474.74,10,7,10,27,Best Customers,2
143,14,4,4689.21,9,2,4,15,Potential Loyalist,0
144,7,8,8961.14,10,6,9,25,Best Customers,2
145,29,7,8149.19,7,5,8,20,Loyal Customers,2
146,195,2,1973.29,1,1,1,3,Lost Customers,1
147,35,6,8079.09,6,4,8,18,Potential Loyalist,3
148,44,5,5808.83,6,3,5,14,At Risk,0
149,19,4,4945.6900000000005,8,2,4,14,At Risk,0
150,76,4,3630.96,4,2,3,9,Lost Customers,1
151,1,7,11422.85,10,5,10,25,Best Customers,2
152,159,2,2941.37,1,1,2,4,Lost Customers,1
153,65,7,7808.16,4,5,8,17,Potential Loyalist,3
154,24,5,3521.5299999999997,8,3,2,13,At Risk,0
155,9,3,4008.51,9,1,3,13,At Risk,0
156,17,5,4831.58,8,3,4,15,Potential Loyalist,0
157,136,2,1248.96,2,1,1,4,Lost Customers,1
158,66,6,7221.05,4,4,7,15,Potential Loyalist,3
159,67,6,6016.32,4,4,6,14,At Risk,3
160,94,2,3024.58,3,1,2,6,Lost Customers,1
161,160,1,1148.64,1,1,1,3,Lost Customers,1
162,99,3,3317.47,3,1,2,6,Lost Customers,1
163,115,2,3089.24,2,1,2,5,Lost Customers,1
164,199,3,2583.85,1,1,1,3,Lost Customers,1
165,9,8,9603.13,9,6,9,24,Loyal Customers,2
166,64,7,8521.58,4,5,8,17,Potential Loyalist,3
167,15,9,9888.61,9,6,9,24,Loyal Customers,2
168,137,8,8563.42,2,6,9,17,Potential Loyalist,3
169,62,3,2065.08,4,1,1,6,Lost Customers,1
170,335,2,2555.62,1,1,1,3,Lost Customers,1
171,19,8,9347.85,8,6,9,23,Loyal Customers,2
172,12,7,9250.22,9,5,9,23,Loyal Customers,2
173,16,9,14061.48,8,6,10,24,Loyal Customers,2
174,12,10,12893.57,9,7,10,26,Best Customers,2
175,65,5,6008.03,4,3,6,13,At Risk,3
176,23,4,6146.7,8,2,6,16,Potential Loyalist,0
177,38,11,11184.03,6,7,10,23,Loyal Customers,2
178,33,4,3504.09,7,2,2,11,At Risk,0
179,41,3,3168.84,6,1,2,9,Lost Customers,0
180,12,7,7970.57,9,5,8,22,Loyal Customers,2
181,51,5,4262.27,5,3,3,11,At Risk,1
182,14,7,9279.01,9,5,9,23,Loyal Customers,2
183,103,6,5947.98,3,4,6,13,At Risk,3
184,33,3,3734.88,7,1,3,11,At Risk,0
185,9,7,9254.279999999999,9,5,9,23,Loyal Customers,2
186,24,6,5550.85,8,4,5,17,Potential Loyalist,0
187,15,7,6898.79,9,5,7,21,Loyal Customers,2
188,16,6,5126.07,8,4,5,17,Potential Loyalist,0
189,4,5,8633.69,10,3,9,22,Loyal Customers,2
190,208,3,3071.06,1,1,2,4,Lost Customers,1
191,106,1,1065.03,2,1,1,4,Lost Customers,1
192,80,4,3836.29,3,2,3,8,Lost Customers,1
193,25,5,7368.36,7,3,7,17,Potential Loyalist,2
194,109,3,4313.530000000001,2,1,3,6,Lost Customers,1
195,1,7,12479.46,10,5,10,25,Best Customers,2
196,147,8,6346.61,2,6,6,14,At Risk,3
197,28,9,8456.02,7,6,8,21,Loyal Customers,2
198,59,9,11648.85,5,6,10,21,Loyal Customers,3
199,16,4,4323.860000000001,8,2,3,13,At Risk,0
200,8,9,11117.36,10,6,10,26,Best Customers,2
201,29,7,8208.64,7,5,8,20,Loyal Customers,2
202,19,3,2511.82,8,1,1,10,At Risk,0
203,12,5,4376.26,9,3,3,15,Potential Loyalist,0
204,28,8,11444.0,7,6,10,23,Loyal Customers,2
205,53,9,6904.88,5,6,7,18,Potential Loyalist,3
206,78,4,5633.8099999999995,4,2,5,11,At Risk,1
207,291,2,2638.26,1,1,2,4,Lost Customers,1
208,28,5,5158.98,7,3,5,15,Potential Loyalist,0
209,108,5,6093.4800000000005,2,3,6,11,At Risk,3
210,23,6,8805.2,8,4,9,21,Loyal Customers,2
211,40,9,10073.76,6,6,10,22,Loyal Customers,2
212,188,2,2429.8,1,1,1,3,Lost Customers,1
213,29,10,11681.59,7,7,10,24,Loyal Customers,2
214,57,5,5776.95,5,3,5,13,At Risk,3
215,4,8,8485.16,10,6,8,24,Loyal Customers,2
216,17,4,4801.610000000001,8,2,4,14,At Risk,0
217,5,7,9487.89,10,5,9,24,Loyal Customers,2
218,15,4,3125.6,9,2,2,13,At Risk,0
219,41,6,6156.27,6,4,6,16,Potential Loyalist,3
220,16,6,7458.69,8,4,8,20,Loyal Customers,2
221,19,6,6729.84,8,4,7,19,Potential Loyalist,2
222,21,2,2626.81,8,1,2,11,At Risk,0
223,53,6,8743.94,5,4,9,18,Potential Loyalist,3
224,2,5,4216.53,10,3,3,16,Potential Loyalist,0
225,38,3,2416.13,6,1,1,8,Lost Customers,0
226,117,2,1639.95,2,1,1,4,Lost Customers,1
227,27,5,5589.13,7,3,5,15,Potential Loyalist,0
228,78,5,5178.17,4,3,5,12,At Risk,3
229,61,5,4473.07,5,3,4,12,At Risk,0
230,37,10,10591.710000000001,6,7,10,23,Loyal Customers,2
231,46,4,5338.64,6,2,5,13,At Risk,0
232,142,6,4132.44,2,4,3,9,Lost Customers,1
233,18,6,5218.62,8,4,5,17,Potential Loyalist,0
234,12,9,11070.19,9,6,10,25,Best Customers,2
235,3,11,9629.61,10,7,9,26,Best Customers,2
236,7,4,5255.34,10,2,5,17,Potential Loyalist,0
237,27,8,7156.79,7,6,7,20,Loyal Customers,2
238,108,5,5838.6,2,3,6,11,At Risk,3
239,2,9,12986.130000000001,10,6,10,26,Best Customers,2
240,89,5,4449.22,3,3,4,10,At Risk,1
241,48,4,3855.87,5,2,3,10,At Risk,1
242,132,7,7798.25,2,5,8,15,Potential Loyalist,3
243,75,5,6741.57,4,3,7,14,At Risk,3
244,195,3,4356.25,1,1,3,5,Lost Customers,1
245,13,5,4855.26,9,3,4,16,Potential Loyalist,0
246,28,9,9724.98,7,6,9,22,Loyal Customers,2
247,113,7,9778.37,2,5,9,16,Potential Loyalist,3
248,135,6,8368.65,2,4,8,14,At Risk,3
249,48,9,6569.14,5,6,7,18,Potential Loyalist,3
250,32,6,8100.97,7,4,8,19,Potential Loyalist,2
251,39,4,3425.0,6,2,2,10,At Risk,0
252,63,5,5565.48,4,3,5,12,At Risk,3
253,18,4,2189.85,8,2,1,11,At Risk,0
254,42,7,9801.07,6,5,9,20,Loyal Customers,2
255,58,11,14027.76,5,7,10,22,Loyal Customers,2
256,1,5,5861.16,10,3,6,19,Potential Loyalist,0
257,93,5,7616.05,3,3,8,14,At Risk,3
258,19,5,4816.4,8,3,4,15,Potential Loyalist,0
259,28,4,5329.9400000000005,7,2,5,14,At Risk,0
260,9,9,8587.0,9,6,9,24,Loyal Customers,2
261,51,9,9137.67,5,6,9,20,Loyal Customers,3
262,11,5,4597.37,9,3,4,16,Potential Loyalist,0
263,47,7,7902.84,5,5,8,18,Potential Loyalist,3
264,131,3,1111.79,2,1,1,4,Lost Customers,1
265,80,4,4809.14,3,2,4,9,Lost Customers,1
266,33,4,4191.43,7,2,3,12,At Risk,0
267,131,4,5029.25,2,2,4,8,Lost Customers,1
268,70,4,5104.56,4,2,5,11,At Risk,1
269,169,5,5215.37,1,3,5,9,Lost Customers,1
270,8,7,7413.610000000001,10,5,7,22,Loyal Customers,2
271,203,2,2293.0200000000004,1,1,1,3,Lost Customers,1
272,92,7,7345.17,3,5,7,15,Potential Loyalist,3
273,29,10,11372.24,7,7,10,24,Loyal Customers,2
274,150,4,2597.6800000000003,1,2,2,5,Lost Customers,1
275,133,6,8841.83,2,4,9,15,Potential Loyalist,3
276,4,6,6112.08,10,4,6,20,Loyal Customers,0
277,22,3,3580.48,8,1,2,11,At Risk,0
278,249,1,1228.07,1,1,1,3,Lost Customers,1
279,15,6,3817.17,9,4,3,16,Potential Loyalist,0
280,44,10,10822.28,6,7,10,23,Loyal Customers,2
281,10,4,3537.46,9,2,2,13,At Risk,0
282,70,2,2565.84,4,1,1,6,Lost Customers,1
283,92,5,7164.45,3,3,7,13,At Risk,3
284,134,5,5874.839999999999,2,3,6,11,At Risk,3
285,8,6,6725.29,10,4,7,21,Loyal Customers,2
286,156,3,4424.7,1,1,4,6,Lost Customers,1
288,45,4,3936.5699999999997,6,2,3,11,At Risk,0
289,45,9,9320.12,6,6,9,21,Loyal Customers,2
290,12,5,5912.93,9,3,6,18,Potential Loyalist,0
291,41,2,983.55,6,1,1,8,Lost Customers,0
292,59,7,8825.97,5,5,9,19,Potential Loyalist,3
293,11,5,5175.56,9,3,5,17,Potential Loyalist,0
294,116,7,8719.14,2,5,9,16,Potential Loyalist,3
295,35,7,5956.46,6,5,6,17,Potential Loyalist,3
296,9,3,4016.36,9,1,3,13,At Risk,0
297,9,4,5674.71,9,2,5,16,Potential Loyalist,0
298,9,9,10336.31,9,6,10,25,Best Customers,2
299,93,7,10296.12,3,5,10,18,Potential Loyalist,3
300,157,5,7003.74,1,3,7,11,At Risk,3
301,94,2,361.78,3,1,1,5,Lost Customers,1
302,277,1,1661.92,1,1,1,3,Lost Customers,1
303,44,3,3874.1800000000003,6,1,3,10,At Risk,0
304,81,9,7284.7,3,6,7,16,Potential Loyalist,3
305,34,6,5206.26,7,4,5,16,Potential Loyalist,0
306,124,2,1362.46,2,1,1,4,Lost Customers,1
307,16,8,8042.1900000000005,8,6,8,22,Loyal Customers,2
308,26,6,7432.02,7,4,7,18,Potential Loyalist,2
309,10,4,5475.93,9,2,5,16,Potential Loyalist,0
310,9,7,9065.04,9,5,9,23,Loyal Customers,2
311,62,6,7559.06,4,4,8,16,Potential Loyalist,3
312,14,5,6921.42,9,3,7,19,Potential Loyalist,2
313,18,6,8979.0,8,4,9,21,Loyal Customers,2
314,21,8,6264.7300000000005,8,6,6,20,Loyal Customers,2
315,28,9,7677.51,7,6,8,21,Loyal Customers,2
316,12,4,3813.84,9,2,3,14,At Risk,0
317,81,4,5779.950000000001,3,2,5,10,At Risk,1
318,10,7,9276.07,9,5,9,23,Loyal Customers,2
319,72,5,7051.54,4,3,7,14,At Risk,3
320,13,10,11721.06,9,7,10,26,Best Customers,2
321,13,5,5405.99,9,3,5,17,Potential Loyalist,0
322,2,11,14770.220000000001,10,7,10,27,Best Customers,2
323,36,6,4992.110000000001,6,4,4,14,At Risk,0
324,22,5,2711.14,8,3,2,13,At Risk,0
325,134,6,7543.92,2,4,8,14,At Risk,3
326,162,3,3419.08,1,1,2,4,Lost Customers,1
327,17,5,6108.21,8,3,6,17,Potential Loyalist,0
328,5,8,5739.53,10,6,5,21,Loyal Customers,2
329,35,6,5425.24,6,4,5,15,Potential Loyalist,0
330,108,6,8513.2,2,4,8,14,At Risk,3
331,83,6,7052.26,3,4,7,14,At Risk,3
332,264,2,1362.46,1,1,1,3,Lost Customers,1
333,23,6,5889.4,8,4,6,18,Potential Loyalist,0
334,57,6,6125.9,5,4,6,15,Potential Loyalist,3
335,25,2,2234.34,7,1,1,9,Lost Customers,0
336,83,5,3711.9500000000003,3,3,3,9,Lost Customers,1
337,38,6,5855.57,6,4,6,16,Potential Loyalist,3
338,11,7,8578.51,9,5,9,23,Loyal Customers,2
339,59,5,6459.18,5,3,6,14,At Risk,3
340,31,8,8079.91,7,6,8,21,Loyal Customers,2
341,135,2,3532.9399999999996,2,1,2,5,Lost Customers,1
342,94,3,1960.04,3,1,1,5,Lost Customers,1
343,134,8,9085.16,2,6,9,17,Potential Loyalist,3
344,9,9,11386.87,9,6,10,25,Best Customers,2
345,20,7,7446.139999999999,8,5,7,20,Loyal Customers,2
346,13,9,8874.36,9,6,9,24,Loyal Customers,2
347,60,7,12360.26,5,5,10,20,Loyal Customers,3
348,126,6,5562.58,2,4,5,11,At Risk,3
349,167,5,4619.93,1,3,4,8,Lost Customers,1
350,5,6,4728.13,10,4,4,18,Potential Loyalist,0
351,12,2,2832.11,9,1,2,12,At Risk,0
352,26,6,8533.27,7,4,9,20,Loyal Customers,2
353,24,11,13721.09,8,7,10,25,Best Customers,2
354,68,6,5392.11,4,4,5,13,At Risk,3
355,46,5,4674.02,6,3,4,13,At Risk,0
356,62,5,5765.9,4,3,5,12,At Risk,3
357,16,8,8779.220000000001,8,6,9,23,Loyal Customers,2
358,71,2,2129.82,4,1,1,6,Lost Customers,1
359,9,10,8564.63,9,7,9,25,Best Customers,2
360,9,5,6069.39,9,3,6,18,Potential Loyalist,0
361,147,7,6592.67,2,5,7,14,At Risk,3
362,90,4,1612.51,3,2,1,6,Lost Customers,1
363,15,6,11621.14,9,4,10,23,Loyal Customers,2
364,12,6,6791.39,9,4,7,20,Loyal Customers,2
365,51,7,8188.29,5,5,8,18,Potential Loyalist,3
366,116,6,5867.110000000001,2,4,6,12,At Risk,3
367,44,5,5068.58,6,3,4,13,At Risk,0
368,14,9,9300.06,9,6,9,24,Loyal Customers,2
369,102,8,9536.35,3,6,9,18,Potential Loyalist,3
370,112,7,7633.95,2,5,8,15,Potential Loyalist,3
371,10,5,6859.8,9,3,7,19,Potential Loyalist,2
372,32,8,6870.42,7,6,7,20,Loyal Customers,2
373,224,1,1466.68,1,1,1,3,Lost Customers,1
374,14,6,7756.64,9,4,8,21,Loyal Customers,2
375,92,4,3460.33,3,2,2,7,Lost Customers,1
376,44,3,1981.8899999999999,6,1,1,8,Lost Customers,0
377,7,11,9343.58,10,7,9,26,Best Customers,2
378,125,7,5827.91,2,5,5,12,At Risk,3
379,146,2,2849.83,2,1,2,5,Lost Customers,1
380,36,8,10261.59,6,6,10,22,Loyal Customers,2
381,3,8,8019.8,10,6,8,24,Loyal Customers,2
382,36,7,6536.92,6,5,6,17,Potential Loyalist,3
383,52,3,3922.8999999999996,5,1,3,9,Lost Customers,1
384,86,5,5068.24,3,3,4,10,At Risk,1
385,79,9,10758.23,3,6,10,19,Potential Loyalist,3
386,67,5,5445.4400000000005,4,3,5,12,At Risk,3
387,32,3,5303.1,7,1,5,13,At Risk,0
388,56,3,2857.55,5,1,2,8,Lost Customers,1
389,114,6,3948.4300000000003,2,4,3,9,Lost Customers,1
390,77,4,1830.56,4,2,1,7,Lost Customers,1
391,57,4,3132.87,5,2,2,9,Lost Customers,1
392,102,7,8157.6,3,5,8,16,Potential Loyalist,3
393,147,2,2728.3599999999997,2,1,2,5,Lost Customers,1
394,46,8,7818.74,6,6,8,20,Loyal Customers,2
395,31,6,6571.34,7,4,7,18,Potential Loyalist,2
396,30,6,6560.6900000000005,7,4,7,18,Potential Loyalist,2
397,46,5,3791.1,6,3,3,12,At Risk,0
398,13,6,4088.0899999999997,9,4,3,16,Potential Loyalist,0
399,94,5,6823.9,3,3,7,13,At Risk,3
400,135,5,4266.01,2,3,3,8,Lost Customers,1
401,30,7,7478.68,7,5,8,20,Loyal Customers,2
402,57,6,8148.22,5,4,8,17,Potential Loyalist,3
403,57,5,4228.4400000000005,5,3,3,11,At Risk,1
404,19,8,9102.380000000001,8,6,9,23,Loyal Customers,2
405,15,6,7468.88,9,4,8,21,Loyal Customers,2
406,107,5,5322.95,2,3,5,10,At Risk,1
407,10,9,7837.83,9,6,8,23,Loyal Customers,2
408,18,5,5252.97,8,3,5,16,Potential Loyalist,0
409,14,4,3610.11,9,2,2,13,At Risk,0
410,7,7,5472.9,10,5,5,20,Loyal Customers,0
411,188,5,5130.24,1,3,5,9,Lost Customers,1
412,28,3,3041.12,7,1,2,10,At Risk,0
413,168,5,5306.63,1,3,5,9,Lost Customers,1
414,48,6,4770.45,5,4,4,13,At Risk,0
415,249,2,3670.0,1,1,3,5,Lost Customers,1
416,89,4,3114.4700000000003,3,2,2,7,Lost Customers,1
417,71,7,8689.25,4,5,9,18,Potential Loyalist,3
418,29,6,6298.139999999999,7,4,6,17,Potential Loyalist,0
419,15,7,7917.43,9,5,8,22,Loyal Customers,2
420,60,10,11080.54,5,7,10,22,Loyal Customers,2
421,57,6,7222.93,5,4,7,16,Potential Loyalist,3
422,134,4,5465.0,2,2,5,9,Lost Customers,1
423,142,5,5058.62,2,3,4,9,Lost Customers,1
424,75,6,7857.62,4,4,8,16,Potential Loyalist,3
425,26,7,10925.23,7,5,10,22,Loyal Customers,2
426,60,8,8616.47,5,6,9,20,Loyal Customers,3
427,110,4,4678.55,2,2,4,8,Lost Customers,1
428,52,8,9009.45,5,6,9,20,Loyal Customers,3
429,19,7,6737.38,8,5,7,20,Loyal Customers,2
430,66,6,7494.51,4,4,8,16,Potential Loyalist,3
431,139,1,1289.85,2,1,1,4,Lost Customers,1
432,22,8,9237.06,8,6,9,23,Loyal Customers,2
433,16,8,8961.9,8,6,9,23,Loyal Customers,2
434,298,2,1945.46,1,1,1,3,Lost Customers,1
435,103,4,5669.1,3,2,5,10,At Risk,1
436,51,3,3374.59,5,1,2,8,Lost Customers,1
437,49,6,5595.76,5,4,5,14,At Risk,3
438,52,8,12777.29,5,6,10,21,Loyal Customers,3
439,100,5,5412.13,3,3,5,11,At Risk,3
440,12,8,7773.05,9,6,8,23,Loyal Customers,2
441,63,3,2910.7200000000003,4,1,2,7,Lost Customers,1
442,14,7,5714.68,9,5,5,19,Potential Loyalist,0
443,206,6,6781.389999999999,1,4,7,12,At Risk,3
444,46,7,7147.11,6,5,7,18,Potential Loyalist,3
445,25,11,14593.220000000001,7,7,10,24,Loyal Customers,2
446,53,8,10683.11,5,6,10,21,Loyal Customers,3
447,1,5,6275.04,10,3,6,19,Potential Loyalist,0
448,189,4,4424.38,1,2,4,7,Lost Customers,1
449,134,6,6240.950000000001,2,4,6,12,At Risk,3
450,83,3,3813.9700000000003,3,1,3,7,Lost Customers,1
451,67,6,5925.52,4,4,6,14,At Risk,3
452,25,5,3872.4300000000003,7,3,3,13,At Risk,0
453,42,8,6220.21,6,6,6,18,Potential Loyalist,3
454,50,7,9662.82,5,5,9,19,Potential Loyalist,3
455,68,3,4076.17,4,1,3,8,Lost Customers,1
456,89,5,6261.639999999999,3,3,6,12,At Risk,3
457,116,5,6553.5199999999995,2,3,7,12,At Risk,3
458,27,5,3615.63,7,3,2,12,At Risk,0
459,39,5,6449.13,6,3,6,15,Potential Loyalist,0
460,77,3,3597.96,4,1,2,7,Lost Customers,1
461,21,8,10366.86,8,6,10,24,Loyal Customers,2
462,143,6,7830.79,2,4,8,14,At Risk,3
463,68,6,6617.91,4,4,7,15,Potential Loyalist,3
464,10,6,8289.86,9,4,8,21,Loyal Customers,2
465,5,6,4766.91,10,4,4,18,Potential Loyalist,0
466,41,7,6597.52,6,5,7,18,Potential Loyalist,3
467,170,6,7065.389999999999,1,4,7,12,At Risk,3
468,95,6,7264.86,3,4,7,14,At Risk,3
469,102,10,7566.66,3,7,8,18,Potential Loyalist,3
470,10,7,7158.48,9,5,7,21,Loyal Customers,2
471,49,6,6243.62,5,4,6,15,Potential Loyalist,3
472,50,5,5989.66,5,3,6,14,At Risk,3
473,116,9,12033.62,2,6,10,18,Potential Loyalist,3
474,98,2,2107.8199999999997,3,1,1,5,Lost Customers,1
475,25,7,5131.25,7,5,5,17,Potential Loyalist,0
476,10,4,4416.9,9,2,4,15,Potential Loyalist,0
477,36,5,5899.43,6,3,6,15,Potential Loyalist,0
478,4,9,8880.93,10,6,9,25,Best Customers,2
479,77,9,8781.24,4,6,9,19,Potential Loyalist,3
480,18,2,3179.31,8,1,2,11,At Risk,0
481,15,2,2156.44,9,1,1,11,At Risk,0
482,76,10,11870.130000000001,4,7,10,21,Loyal Customers,3
483,41,7,8372.11,6,5,8,19,Potential Loyalist,2
484,20,4,5277.37,8,2,5,15,Potential Loyalist,0
485,15,6,5662.3099999999995,9,4,5,18,Potential Loyalist,0
486,92,5,7323.58,3,3,7,13,At Risk,3
487,140,2,1875.15,2,1,1,4,Lost Customers,1
488,28,6,4216.79,7,4,3,14,At Risk,0
489,125,5,5450.6900000000005,2,3,5,10,At Risk,1
